codigo,descricao,id_grupo,id_classe,id_pdm,status,sustentavel
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
446861,"PEÇAS / ACESSÓRIOS ARMAMENTO, MATERIAL AÇO  TIPO PARAFUSO DO MECANISMO DE DISPARO  REFERÊNCIA FABRIL 5305-15-020-1723  APLICAÇÃO OBUSEIRO M56",10,1005,01712,True,False
