codigo,descricao,codigo_classe
01097,SANDUICHEIRA                                                                                        ,7320
01097,SANDUICHEIRA                                                                                        ,7320
01097,SANDUICHEIRA                                                                                        ,7320
01098,CANIVETE                                                                                            ,5110
01099,CESTA PÃO                                                                                           ,7350
01100,BANDEJA METÁLICA                                                                                    ,7350
01101,COQUETELEIRA METÁLICA                                                                               ,7330
01102,MOLHEIRA                                                                                            ,7350
01103,PALITEIRO                                                                                           ,7350
01104,POTE ALIMENTOS                                                                                      ,7350
01105,FAQUEIRO                                                                                            ,7360
01105,FAQUEIRO                                                                                            ,7360
01105,FAQUEIRO                                                                                            ,7360
01106,MULTIPROCESSADOR ALIMENTOS                                                                          ,7320
01107,SERRA CIRCULAR                                                                                      ,3405
01108,ROSQUEADEIRA PORTÁTIL                                                                               ,3450
01109,SERRA PORTÁTIL                                                                                      ,3450
01109,SERRA PORTÁTIL                                                                                      ,3450
01109,SERRA PORTÁTIL                                                                                      ,3450
01110,TESOURA PORTÁTIL                                                                                    ,3456
01111,ESMERILHADEIRA PORTÁTIL                                                                             ,3415
01111,ESMERILHADEIRA PORTÁTIL                                                                             ,3415
01112,CORTADOR ELÉTRICO FRIOS                                                                             ,7320
01113,LAVA-LOUÇAS                                                                                         ,7320
01114,RALADOR ELÉTRICO                                                                                    ,7320
01115,GARRAFA TÉRMICA                                                                                     ,7330
01115,GARRAFA TÉRMICA                                                                                     ,7330
01116,MACHADINHA                                                                                          ,5110
01116,MACHADINHA                                                                                          ,5110
01117,BULE                                                                                                ,7330
01118,PRATO PORCELANA                                                                                     ,7350
01119,TORNO UNIVERSAL                                                                                     ,3416
01119,TORNO UNIVERSAL                                                                                     ,3416
01120,PRENSA HIDRÁULICA ELÉTRICA                                                                          ,3442
01120,PRENSA HIDRÁULICA ELÉTRICA                                                                          ,3442
01120,PRENSA HIDRÁULICA ELÉTRICA                                                                          ,3442
01121,SERRA RÁPIDA PORTÁTIL                                                                               ,3450
01122,MARTELETE                                                                                           ,3450
01123,ATOMIZADOR COSTAL                                                                                   ,3740
01124,BICO PULVERIZAÇÃO                                                                                   ,3740
01124,BICO PULVERIZAÇÃO                                                                                   ,3740
01125,PROCESSADOR ALIMENTOS                                                                               ,7320
01125,PROCESSADOR ALIMENTOS                                                                               ,7320
01126,FACA CAÇA                                                                                           ,5110
01127,FACA PESCA                                                                                          ,5110
01128,GARFO TRINCHANTE                                                                                    ,7340
01129,GALHETEIRO METAL                                                                                    ,7350
01130,DESCASCADOR LEGUMES                                                                                 ,7330
01130,DESCASCADOR LEGUMES                                                                                 ,7330
01131,POLITRIZ MOTORIZADA                                                                                 ,3449
01131,POLITRIZ MOTORIZADA                                                                                 ,3449
01132,CONCHA                                                                                              ,7340
01133,BANDEJA                                                                                             ,7360
01133,BANDEJA                                                                                             ,7360
01133,BANDEJA                                                                                             ,7360
01134,POTE VIDRO                                                                                          ,7350
01134,POTE VIDRO                                                                                          ,7350
01134,POTE VIDRO                                                                                          ,7350
01135,ESPUMADEIRA                                                                                         ,7340
01136,FIO SOLDA                                                                                           ,3439
01136,FIO SOLDA                                                                                           ,3439
01136,FIO SOLDA                                                                                           ,3439
01136,FIO SOLDA                                                                                           ,3439
01136,FIO SOLDA                                                                                           ,3439
01137,FLUXO SOLDA                                                                                         ,3439
01137,FLUXO SOLDA                                                                                         ,3439
01138,PRATO                                                                                               ,7350
01138,PRATO                                                                                               ,7350
01139,FACA MESA                                                                                           ,7340
01140,SOPEIRA                                                                                             ,7350
01140,SOPEIRA                                                                                             ,7350
01141,SOLDA ESTANHO                                                                                       ,3439
01142,COLHER MESA                                                                                         ,7340
01143,SALEIRO PAREDE                                                                                      ,7350
01144,POLITRIZ ANGULAR                                                                                    ,3449
01145,LEITEIRA                                                                                            ,7330
01146,GARFO MESA                                                                                          ,7340
01146,GARFO MESA                                                                                          ,7340
01147,ARAME SOLDA                                                                                         ,3439
01148,PRENSA HIDRÁULICA ELÉTRICA DIGITAL                                                                  ,3442
01149,PRENSA HIDRÁULICA MANUAL DIGITAL                                                                    ,3442
01149,PRENSA HIDRÁULICA MANUAL DIGITAL                                                                    ,3442
01150,FACA ELÉTRICA                                                                                       ,7330
01151,TRAVESSA                                                                                            ,7350
01152,PRENSA HORIZONTAL                                                                                   ,3442
01153,SULCADOR                                                                                            ,3450
01153,SULCADOR                                                                                            ,3450
01154,XÍCARA                                                                                              ,7350
01154,XÍCARA                                                                                              ,7350
01155,PALITO                                                                                              ,7350
01155,PALITO                                                                                              ,7350
01156,PORTA-GUARDANAPO                                                                                    ,7350
01157,ELETRODO SOLDA                                                                                      ,3439
01157,ELETRODO SOLDA                                                                                      ,3439
01158,PRENSA PARA ENSAIO ELÉTRICA                                                                         ,3442
01159,SERRA ESQUADRIA                                                                                     ,3450
01160,DOBRADEIRA PAPEL                                                                                    ,3610
01160,DOBRADEIRA PAPEL                                                                                    ,3610
01161,BATEDEIRA INDUSTRIAL                                                                                ,3605
01161,BATEDEIRA INDUSTRIAL                                                                                ,3605
01162,BATEDEIRA CEREAL                                                                                    ,3605
01163,MÁQUINA ELÉTRICA DE ENCADERNAÇÃO                                                                    ,3610
01164,CLASSIFICADOR SEMENTES                                                                              ,3720
01165,PRENSA TIPOGRÁFICA                                                                                  ,3610
01166,IDENTIFICADOR CHAMADAS TELEFÔNICAS                                                                  ,5810
01167,PELÍCULA AUTO-ADESIVA                                                                               ,7510
01167,PELÍCULA AUTO-ADESIVA                                                                               ,7510
01167,PELÍCULA AUTO-ADESIVA                                                                               ,7510
01168,FITA IMPRESSÃO TELEX                                                                                ,5815
01169,LACRE MALOTE                                                                                        ,9330
01170,ETIQUETA TRANSPARENTE                                                                               ,7510
01171,TELEIMPRESSORA                                                                                      ,5815
01172,RÁDIO TRANSCEPTOR                                                                                   ,5820
01172,RÁDIO TRANSCEPTOR                                                                                   ,5820
01173,ALCEADEIRA                                                                                          ,3610
01174,APARELHO TELEFÔNICO SEM FIO                                                                         ,5805
01174,APARELHO TELEFÔNICO SEM FIO                                                                         ,5805
01175,SUPORTE FERRO SOLDA                                                                                 ,3438
01176,MÁQUINA PLASTIFICAR                                                                                 ,3695
01177,ESTAÇÃO SOLDA                                                                                       ,3438
01177,ESTAÇÃO SOLDA                                                                                       ,3438
01178,CILINDRO GÁS                                                                                        ,8120
01178,CILINDRO GÁS                                                                                        ,8120
01178,CILINDRO GÁS                                                                                        ,8120
01178,CILINDRO GÁS                                                                                        ,8120
01179,MÁQUINA SOLDA                                                                                       ,3438
01180,GUILHOTINA MANUAL                                                                                   ,3610
01181,DOSADOR INDUSTRIAL                                                                                  ,3650
01182,HIDROCICLONE                                                                                        ,3695
01183,MÁQUINA FABRICAR FRALDA                                                                             ,3695
01184,MÁQUINA FABRICAR VELA                                                                               ,3695
01185,SISTEMA COMUNICAÇÃO MÓVEL                                                                           ,5825
01186,SACO IMPERMEÁVEL                                                                                    ,8105
01187,TAMBOR                                                                                              ,8110
01188,MÁQUINA GRAMPEADORA TIPOGRÁFICA                                                                     ,3610
01189,BLANQUETA                                                                                           ,3610
01189,BLANQUETA                                                                                           ,3610
01190,BOBINADEIRA FIO TÊXTIL                                                                              ,3625
01191,RETORCEDOR FIO TÊXTIL                                                                               ,3625
01192,POSICIONADOR PNEUMÁTICO                                                                             ,4810
01193,SUGADOR SOLDA                                                                                       ,3439
01194,PENTEADEIRA FIO TÊXTIL                                                                              ,3625
01195,TEAR                                                                                                ,3625
01195,TEAR                                                                                                ,3625
01195,TEAR                                                                                                ,3625
01196,URDIDEIRA                                                                                           ,3625
01197,BALÃO FESTA                                                                                         ,7820
01197,BALÃO FESTA                                                                                         ,7820
01198,ASTROLÁBIO                                                                                          ,6675
01199,APITO                                                                                               ,7830
01200,AQUÁRIO                                                                                             ,3770
01200,AQUÁRIO                                                                                             ,3770
01201,ARANDELA                                                                                            ,6250
01202,ARMAÇÃO TOLDO                                                                                       ,8340
01203,AVENTAL                                                                                             ,8415
01203,AVENTAL                                                                                             ,8415
01203,AVENTAL                                                                                             ,8415
01203,AVENTAL                                                                                             ,8415
01204,AUDIÔMETRO                                                                                          ,6515
01205,ARGAMASSA                                                                                           ,8010
01206,BOLSA ESPORTIVA                                                                                     ,8465
01207,FRUTA IN NATURA                                                                                     ,8915
01208,ABRIGO                                                                                              ,5410
01208,ABRIGO                                                                                              ,5410
01209,ABRIGO EQUIPAMENTO METEOROLÓGICO                                                                    ,5410
01210,ABSORVENTE HIGIÊNICO                                                                                ,8540
01211,ABRIDOR ENVELOPE                                                                                    ,7520
01212,ABRIDOR GARRAFA                                                                                     ,7330
01213,ABRIDOR FOLHA LIVRO                                                                                 ,7520
01214,PROTETOR AURICULAR                                                                                  ,4240
01215,ABAFADOR ARCO VOLTAICO                                                                              ,3431
01216,ABELHA RAINHA                                                                                       ,8810
01217,ABAFADOR IMPRESSORA                                                                                 ,7110
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01218,PEÇAS E ACESSÓRIOS INSTRUMENTO MUSICAL                                                              ,7720
01219,ABÓBORA IN-NATURA                                                                                   ,8915
01220,ABOTOADURA                                                                                          ,8440
01221,ABRASIVO                                                                                            ,5350
01222,ABRIDOR CASA BOTÃO                                                                                  ,8315
01223,BRAÇADEIRA CABO AÇO                                                                                 ,4030
01224,ABRIDOR BOCA                                                                                        ,6520
01225,ABRIDOR                                                                                             ,7330
01226,PRANCHETA DESENHO                                                                                   ,6675
01227,ABRIDOR GESSO                                                                                       ,6515
01228,ABRIDOR FARDO                                                                                       ,3625
01229,AÇAIMO                                                                                              ,3770
01230,ACABAMENTO TERRACOTA                                                                                ,5620
01231,DIETILENOTRIAMINA (DETA)                                                                            ,6810
01232,ABSORVEDOR ENERGIA                                                                                  ,4240
01233,ACESSÓRIOS MOLDAGEM USO ODONTOLÓGICO                                                                ,6520
01233,ACESSÓRIOS MOLDAGEM                                                                                 ,6520
01234,ABRAÇADEIRA                                                                                         ,5330
01235,ABRIDOR LATA MOTORIZADO                                                                             ,7320
01236,ABRIDOR RELÓGIO                                                                                     ,5120
01237,ABAJUR                                                                                              ,6230
01238,FUCOSE                                                                                              ,6810
01239,GUILHOTINA TIPOGRÁFICA                                                                              ,3610
01240,MÁQUINA ESTAMPAR                                                                                    ,3625
01241,SOPRADOR FULIGEM                                                                                    ,4410
01242,AZULEJO                                                                                             ,5620
01243,APARELHO TELEFÔNICO CELULAR                                                                         ,5805
01243,APARELHO TELEFÔNICO CELULAR                                                                         ,5805
01243,APARELHO TELEFÔNICO CELULAR                                                                         ,5805
01244,APARELHO TELEFÔNICO CONVENCIONAL                                                                    ,5805
01244,APARELHO TELEFÔNICO CONVENCIONAL                                                                    ,5805
01245,APARELHO TELEFÔNICO DIGITAL                                                                         ,5805
01245,APARELHO TELEFÔNICO DIGITAL                                                                         ,5805
01246,SONDA SUBMARINA                                                                                     ,5845
01247,SONAR                                                                                               ,5845
01248,BENCICLANO                                                                                          ,6505
01249,BICARBONATO DE SÓDIO                                                                                ,6505
01250,TETRAFLUORBORATO DE TETRAMIBICOBRE I                                                                ,6810
01251,METAMIDOFÓS                                                                                         ,6840
01252,BENZNIDAZOL                                                                                         ,6505
01253,BETAMETASONA                                                                                        ,6505
01254,BEZAFIBRATO                                                                                         ,6505
01255,PRÓTESE OMBRO                                                                                       ,6515
01256,PRÓTESE THOMPSON                                                                                    ,6515
01257,PRÓTESE NASAL                                                                                       ,6515
01258,SONDA                                                                                               ,6515
01259,PRISMA PARA TOPOGRAFIA                                                                              ,6675
01260,PRÓTESE COTOVELO TOTAL                                                                              ,6515
01261,POSICIONADOR ELETROPNEUMÁTICO                                                                       ,4810
01262,BLUSA MASCULINA                                                                                     ,8405
01263,BLUSA FEMININA                                                                                      ,8410
01264,BOLSA FEMININA                                                                                      ,8445
01265,"""BOMBOM""                                                                                            ",8925
01266,BOLA SINUCA                                                                                         ,7810
01267,EXTRATO DE PRÓPOLIS                                                                                 ,6505
01268,PRESERVATIVO MASCULINO                                                                              ,6515
01269,SOQUETE COM ENCAIXE PARA FERRAMENTA                                                                 ,5120
01270,ANTENA SISTEMA MICROONDAS                                                                           ,5860
01271,SISTEMA MICROONDAS                                                                                  ,5860
01272,ENGRADADO MADEIRA                                                                                   ,8115
01273,BOBINA PLÁSTICA                                                                                     ,8130
01274,ANALISADOR PROTOCOLO                                                                                ,5895
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01275,EMBALAGEM PLÁSTICA                                                                                  ,8145
01276,IODOFÓRMIO                                                                                          ,6505
01277,DIFUSOR                                                                                             ,4210
01278,SISTEMA COMBATE INCÊNDIO                                                                            ,4210
01278,SISTEMA COMBATE INCÊNDIO                                                                            ,4210
01279,EQUALIZADOR SOM                                                                                     ,5835
01280,AMPLIFICADOR SOM                                                                                    ,5835
01280,AMPLIFICADOR SOM                                                                                    ,5835
01281,GARRAFÃO                                                                                            ,8125
01281,GARRAFÃO                                                                                            ,8125
01282,CHUVEIRO EMERGÊNCIA                                                                                 ,4230
01283,SELO EMBALAGEM                                                                                      ,8105
01283,SELO EMBALAGEM                                                                                      ,8105
01284,LAVA-OLHOS EMERGÊNCIA                                                                               ,4230
01285,MANGUEIRA COMBATE INCÊNDIO                                                                          ,4210
